"LOCATION","Country","INDICATOR","Indicator","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2011","2011",,,"0","Units",,,1.67413825528958,,
"AUS","Australia","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2012","2012",,,"0","Units",,,1.66307905906827,,
"AUS","Australia","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2013","2013",,,"0","Units",,,1.64469856680826,,
"AUS","Australia","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2014","2014",,,"0","Units",,,1.69140207536112,,
"AUS","Australia","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2015","2015",,,"0","Units",,,1.76125538925019,,
"AUS","Australia","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2000","2000",,,"0","Units",,,4.28640722996145,,
"AUS","Australia","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2001","2001",,,"0","Units",,,4.4398895330877,,
"AUS","Australia","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2002","2002",,,"0","Units",,,4.12455053935278,,
"AUS","Australia","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2003","2003",,,"0","Units",,,4.1420888020171,,
"AUS","Australia","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2004","2004",,,"0","Units",,,4.0414323520579,,
"AUS","Australia","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2005","2005",,,"0","Units",,,3.95401583653643,,
"AUS","Australia","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2006","2006",,,"0","Units",,,3.9136088673496,,
"AUS","Australia","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2007","2007",,,"0","Units",,,3.94279176395742,,
"AUS","Australia","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2008","2008",,,"0","Units",,,3.96835284828333,,
"AUS","Australia","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2009","2009",,,"0","Units",,,4.27478710216867,,
"AUS","Australia","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2010","2010",,,"0","Units",,,3.8685690325295,,
"AUS","Australia","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2011","2011",,,"0","Units",,,3.96850061822338,,
"AUS","Australia","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2012","2012",,,"0","Units",,,4.0148225582517,,
"AUS","Australia","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2013","2013",,,"0","Units",,,3.9299856743383,,
"AUS","Australia","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2014","2014",,,"0","Units",,,3.92152879354245,,
"AUS","Australia","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2015","2015",,,"0","Units",,,3.6205053487951,,
"AUS","Australia","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2000","2000",,,"0","Units",,,0.517540201910176,,
"AUS","Australia","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2001","2001",,,"0","Units",,,0.558963636869857,,
"AUS","Australia","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2002","2002",,,"0","Units",,,0.60065421494207,,
"AUS","Australia","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2003","2003",,,"0","Units",,,0.571867244108571,,
"AUS","Australia","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2004","2004",,,"0","Units",,,0.621333498126025,,
"AUS","Australia","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2005","2005",,,"0","Units",,,0.631855724938029,,
"AUS","Australia","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2006","2006",,,"0","Units",,,0.724190198169876,,
"AUS","Australia","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2007","2007",,,"0","Units",,,0.707713241933114,,
"AUS","Australia","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2008","2008",,,"0","Units",,,0.726741763844637,,
"AUS","Australia","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2009","2009",,,"0","Units",,,0.852897800587299,,
"AUS","Australia","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2010","2010",,,"0","Units",,,0.919087801827164,,
"AUS","Australia","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2011","2011",,,"0","Units",,,0.977953367149997,,
"AUS","Australia","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2012","2012",,,"0","Units",,,1.02284243969467,,
"AUS","Australia","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2013","2013",,,"0","Units",,,1.02869511363565,,
"AUS","Australia","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2014","2014",,,"0","Units",,,0.832003605041148,,
"AUS","Australia","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2015","2015",,,"0","Units",,,0.879063631501916,,
"AUS","Australia","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2000","2000",,,"0","Units",,,0.781061631109712,,
"AUS","Australia","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2001","2001",,,"0","Units",,,0.858200099966457,,
"AUS","Australia","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2002","2002",,,"0","Units",,,0.772947463044347,,
"AUS","Australia","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2003","2003",,,"0","Units",,,0.689515805904262,,
"AUS","Australia","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2004","2004",,,"0","Units",,,0.74373543834314,,
"AUS","Australia","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2005","2005",,,"0","Units",,,0.73060827152936,,
"AUS","Australia","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2006","2006",,,"0","Units",,,0.719588659231193,,
"AUS","Australia","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2007","2007",,,"0","Units",,,0.742113609549882,,
"AUS","Australia","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2008","2008",,,"0","Units",,,0.844823413178642,,
